"","season","round.roundNumber","venue.name","full_name","team.name","starting_position","is_home","opponent","kicks","goals","behinds","handballs","disposals","timeOnGroundPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","disposals_lag_1","disposals_lag_2","disposals_lag_3","disposals_lag_4","disposals_last_3","disposals_last_5"
"28",2023,1,"MCG","Charlie Curnow","Carlton","Forward","Away","Richmond",8,3,0,2,10,95,0,0,0,NA,NA,NA,NA,NA,NA
"29",2023,1,"MCG","Ed Curnow","Carlton","Forward","Away","Richmond",12,0,0,2,14,86,4,0,0,NA,NA,NA,NA,NA,NA
"30",2023,1,"MCG","Tom De Koning","Carlton","Ruck","Away","Richmond",7,0,1,6,13,79,16,0,0,NA,NA,NA,NA,NA,NA
"31",2023,1,"MCG","Sam Docherty","Carlton","Back","Away","Richmond",23,1,0,2,25,84,0,4,4,NA,NA,NA,NA,NA,NA
"32",2023,1,"MCG","Jack Martin","Carlton","Forward","Away","Richmond",3,0,1,3,6,71,0,0,0,NA,NA,NA,NA,NA,NA
"33",2023,1,"MCG","George Hewett","Carlton","Mid","Away","Richmond",10,0,0,18,28,71,18,0,0,NA,NA,NA,NA,NA,NA
"34",2023,1,"MCG","Zac Fisher","Carlton","Forward","Away","Richmond",5,1,0,2,7,67,2,0,0,NA,NA,NA,NA,NA,NA
"35",2023,1,"MCG","Matthew Kennedy","Carlton","INT","Away","Richmond",13,0,1,9,22,69,11,0,0,NA,NA,NA,NA,NA,NA
"36",2023,1,"MCG","Oliver Hollands","Carlton","Mid","Away","Richmond",5,0,1,6,11,81,0,0,0,NA,NA,NA,NA,NA,NA
"37",2023,1,"MCG","Mitch McGovern","Carlton","Back","Away","Richmond",17,0,0,4,21,76,0,2,2,NA,NA,NA,NA,NA,NA
"38",2023,1,"MCG","Lewis Young","Carlton","Back","Away","Richmond",14,0,0,6,20,95,0,0,0,NA,NA,NA,NA,NA,NA
"39",2023,1,"MCG","Harry McKay","Carlton","Forward","Away","Richmond",11,1,2,2,13,96,0,0,0,NA,NA,NA,NA,NA,NA
"40",2023,1,"MCG","Jesse Motlop","Carlton","INT","Away","Richmond",5,0,0,5,10,81,0,0,0,NA,NA,NA,NA,NA,NA
"41",2023,1,"MCG","Nic Newman","Carlton","INT","Away","Richmond",9,0,0,5,14,90,0,1,1,NA,NA,NA,NA,NA,NA
"42",2023,1,"MCG","Lochie O'Brien","Carlton","SUB","Away","Richmond",3,0,0,1,4,25,0,0,0,NA,NA,NA,NA,NA,NA
"43",2023,1,"MCG","Matthew Owies","Carlton","INT","Away","Richmond",5,1,1,5,10,70,0,0,0,NA,NA,NA,NA,NA,NA
"44",2023,1,"MCG","Adam Saad","Carlton","Back","Away","Richmond",13,0,0,5,18,86,0,3,3,NA,NA,NA,NA,NA,NA
"45",2023,1,"MCG","Jack Silvagni","Carlton","Forward","Away","Richmond",2,1,0,3,5,85,4,0,0,NA,NA,NA,NA,NA,NA
"46",2023,1,"MCG","Jacob Weitering","Carlton","Back","Away","Richmond",17,0,0,3,20,100,0,0,0,NA,NA,NA,NA,NA,NA
"47",2023,1,"MCG","Tom Atkins","Geelong Cats","INT","Home","Collingwood",9,1,0,12,21,80,17,0,0,NA,NA,NA,NA,NA,NA
"48",2023,1,"MCG","Jed Bews","Geelong Cats","Forward","Home","Collingwood",6,0,0,5,11,80,0,0,0,NA,NA,NA,NA,NA,NA
"49",2023,1,"MCG","Mark Blicavs","Geelong Cats","Mid","Home","Collingwood",5,0,0,8,13,89,21,0,0,NA,NA,NA,NA,NA,NA
"50",2023,1,"MCG","Tanner Bruhn","Geelong Cats","INT","Home","Collingwood",9,0,0,8,17,64,16,0,0,NA,NA,NA,NA,NA,NA
"51",2023,1,"MCG","Jeremy Cameron","Geelong Cats","Forward","Home","Collingwood",16,2,1,0,16,100,0,0,0,NA,NA,NA,NA,NA,NA
"52",2023,1,"MCG","Brad Close","Geelong Cats","Forward","Home","Collingwood",5,0,2,5,10,80,0,0,0,NA,NA,NA,NA,NA,NA
"53",2023,1,"MCG","Patrick Dangerfield","Geelong Cats","Mid","Home","Collingwood",9,1,0,13,22,62,25,0,0,NA,NA,NA,NA,NA,NA
"54",2023,1,"MCG","Sam De Koning","Geelong Cats","Back","Home","Collingwood",2,0,0,5,7,84,0,0,0,NA,NA,NA,NA,NA,NA
"55",2023,1,"MCG","Cameron Guthrie","Geelong Cats","Mid","Home","Collingwood",10,0,0,5,15,74,28,0,0,NA,NA,NA,NA,NA,NA
"56",2023,1,"MCG","Zach Guthrie","Geelong Cats","Back","Home","Collingwood",8,0,0,4,12,91,0,0,0,NA,NA,NA,NA,NA,NA
"57",2023,1,"MCG","Tom Hawkins","Geelong Cats","Forward","Home","Collingwood",6,2,2,5,11,86,0,0,0,NA,NA,NA,NA,NA,NA
"58",2023,1,"MCG","Oliver Henry","Geelong Cats","Forward","Home","Collingwood",8,2,0,7,15,83,0,0,0,NA,NA,NA,NA,NA,NA
"59",2023,1,"MCG","Max Holmes","Geelong Cats","Mid","Home","Collingwood",10,1,0,7,17,80,8,0,0,NA,NA,NA,NA,NA,NA
"60",2023,1,"MCG","Gryan Miers","Geelong Cats","INT","Home","Collingwood",7,0,2,12,19,87,0,0,0,NA,NA,NA,NA,NA,NA
"61",2023,1,"MCG","Mark O'Connor","Geelong Cats","Back","Home","Collingwood",8,0,0,7,15,92,0,1,1,NA,NA,NA,NA,NA,NA
"62",2023,1,"MCG","Brandan Parfitt","Geelong Cats","SUB","Home","Collingwood",0,0,0,5,5,41,7,0,0,NA,NA,NA,NA,NA,NA
"63",2023,1,"MCG","Esava Ratugolea","Geelong Cats","Back","Home","Collingwood",4,0,0,2,6,94,0,0,0,NA,NA,NA,NA,NA,NA
"64",2023,1,"MCG","Gary Rohan","Geelong Cats","INT","Home","Collingwood",5,2,0,3,8,81,0,0,0,NA,NA,NA,NA,NA,NA
"65",2023,1,"MCG","Isaac Smith","Geelong Cats","Back","Home","Collingwood",19,1,0,2,21,88,0,4,4,NA,NA,NA,NA,NA,NA
"66",2023,1,"MCG","Rhys Stanley","Geelong Cats","Ruck","Home","Collingwood",10,0,0,6,16,85,34,0,0,NA,NA,NA,NA,NA,NA
"67",2023,1,"MCG","Tyson Stengle","Geelong Cats","Forward","Home","Collingwood",10,2,0,7,17,76,0,0,0,NA,NA,NA,NA,NA,NA
"68",2023,1,"MCG","Tom Stewart","Geelong Cats","Back","Home","Collingwood",3,0,0,0,3,12,0,2,2,NA,NA,NA,NA,NA,NA
"69",2023,1,"MCG","Zach Tuohy","Geelong Cats","Mid","Home","Collingwood",13,2,0,5,18,92,0,4,4,NA,NA,NA,NA,NA,NA
"70",2023,1,"MCG","Taylor Adams","Collingwood","Forward","Away","Geelong Cats",8,1,1,8,16,71,10,0,0,NA,NA,NA,NA,NA,NA
"71",2023,1,"MCG","Darcy Cameron","Collingwood","Ruck","Away","Geelong Cats",8,0,1,3,11,77,24,0,0,NA,NA,NA,NA,NA,NA
"72",2023,1,"MCG","Mason Cox","Collingwood","INT","Away","Geelong Cats",6,2,0,0,6,52,15,0,0,NA,NA,NA,NA,NA,NA
"73",2023,1,"MCG","Jack Crisp","Collingwood","Mid","Away","Geelong Cats",11,0,1,11,22,78,24,0,0,NA,NA,NA,NA,NA,NA
"74",2023,1,"MCG","Josh Daicos","Collingwood","Mid","Away","Geelong Cats",16,0,0,11,27,92,0,0,0,NA,NA,NA,NA,NA,NA
"75",2023,1,"MCG","Nick Daicos","Collingwood","Back","Away","Geelong Cats",21,0,0,14,35,86,0,2,2,NA,NA,NA,NA,NA,NA
"76",2023,1,"MCG","Jordan De Goey","Collingwood","Mid","Away","Geelong Cats",12,3,0,13,25,84,27,0,0,NA,NA,NA,NA,NA,NA
"77",2023,1,"MCG","Jamie Elliott","Collingwood","Forward","Away","Geelong Cats",8,0,2,5,13,89,6,0,0,NA,NA,NA,NA,NA,NA
"78",2023,1,"MCG","Bobby Hill","Collingwood","Forward","Away","Geelong Cats",8,3,0,2,10,81,0,0,0,NA,NA,NA,NA,NA,NA
"79",2023,1,"MCG","Will Hoskin-Elliott","Collingwood","Forward","Away","Geelong Cats",12,0,0,6,18,71,0,0,0,NA,NA,NA,NA,NA,NA
"80",2023,1,"MCG","Jeremy Howe","Collingwood","Back","Away","Geelong Cats",6,0,0,2,8,46,0,0,0,NA,NA,NA,NA,NA,NA
"81",2023,1,"MCG","Brayden Maynard","Collingwood","Back","Away","Geelong Cats",13,0,0,6,19,86,0,0,0,NA,NA,NA,NA,NA,NA
"82",2023,1,"MCG","Beau McCreery","Collingwood","INT","Away","Geelong Cats",13,2,0,7,20,72,0,0,0,NA,NA,NA,NA,NA,NA
"83",2023,1,"MCG","Reef McInnes","Collingwood","SUB","Away","Geelong Cats",3,2,1,1,4,38,0,0,0,NA,NA,NA,NA,NA,NA
"84",2023,1,"MCG","Daniel McStay","Collingwood","Forward","Away","Geelong Cats",4,1,1,2,6,95,0,0,0,NA,NA,NA,NA,NA,NA
"85",2023,1,"MCG","Brody Mihocek","Collingwood","Forward","Away","Geelong Cats",6,2,1,3,9,85,0,0,0,NA,NA,NA,NA,NA,NA
"86",2023,1,"MCG","Tom Mitchell","Collingwood","Mid","Away","Geelong Cats",9,2,0,12,21,76,26,0,0,NA,NA,NA,NA,NA,NA
"87",2023,1,"MCG","Darcy Moore","Collingwood","Back","Away","Geelong Cats",12,0,0,1,13,100,0,3,3,NA,NA,NA,NA,NA,NA
"88",2023,1,"MCG","Nathan Murphy","Collingwood","INT","Away","Geelong Cats",5,0,0,1,6,88,0,0,0,NA,NA,NA,NA,NA,NA
"89",2023,1,"MCG","John Noble","Collingwood","Back","Away","Geelong Cats",23,0,0,6,29,82,0,1,1,NA,NA,NA,NA,NA,NA
"90",2023,1,"MCG","Scott Pendlebury","Collingwood","INT","Away","Geelong Cats",13,1,0,14,27,82,24,0,0,NA,NA,NA,NA,NA,NA
"91",2023,1,"MCG","Isaac Quaynor","Collingwood","Back","Away","Geelong Cats",4,0,0,4,8,79,0,0,0,NA,NA,NA,NA,NA,NA
"92",2023,1,"MCG","Steele Sidebottom","Collingwood","Mid","Away","Geelong Cats",8,0,0,11,19,88,0,0,0,NA,NA,NA,NA,NA,NA
"93",2023,1,"Marvel Stadium","Miller Bergman","North Melbourne","INT","Home","West Coast Eagles",9,0,0,4,13,86,0,0,0,NA,NA,NA,NA,NA,NA
"94",2023,1,"Marvel Stadium","Aiden Bonar","North Melbourne","Back","Home","West Coast Eagles",5,0,0,10,15,85,0,0,0,NA,NA,NA,NA,NA,NA
"95",2023,1,"Marvel Stadium","Charlie Comben","North Melbourne","Forward","Home","West Coast Eagles",7,1,1,6,13,81,21,0,0,NA,NA,NA,NA,NA,NA
"96",2023,1,"Marvel Stadium","Ben Cunnington","North Melbourne","Mid","Home","West Coast Eagles",8,0,1,8,16,75,14,0,0,NA,NA,NA,NA,NA,NA
"97",2023,1,"Marvel Stadium","Paul Curtis","North Melbourne","Forward","Home","West Coast Eagles",6,2,1,2,8,78,2,0,0,NA,NA,NA,NA,NA,NA
"98",2023,1,"Marvel Stadium","Luke Davies-Uniacke","North Melbourne","Mid","Home","West Coast Eagles",12,1,1,20,32,87,22,0,0,NA,NA,NA,NA,NA,NA
"99",2023,1,"Marvel Stadium","Josh Goater","North Melbourne","Back","Home","West Coast Eagles",8,0,1,7,15,81,0,0,0,NA,NA,NA,NA,NA,NA
"100",2023,1,"Marvel Stadium","Griffin Logue","North Melbourne","Back","Home","West Coast Eagles",6,0,0,4,10,96,0,0,0,NA,NA,NA,NA,NA,NA
"101",2023,1,"Marvel Stadium","Luke McDonald","North Melbourne","Back","Home","West Coast Eagles",15,0,0,7,22,89,0,2,2,NA,NA,NA,NA,NA,NA
"102",2023,1,"Marvel Stadium","Jy Simpkin","North Melbourne","Mid","Home","West Coast Eagles",13,0,0,12,25,86,22,0,0,NA,NA,NA,NA,NA,NA
"103",2023,1,"Marvel Stadium","Curtis Taylor","North Melbourne","Forward","Home","West Coast Eagles",12,0,1,5,17,84,0,0,0,NA,NA,NA,NA,NA,NA
"104",2023,1,"Marvel Stadium","Bailey Scott","North Melbourne","Back","Home","West Coast Eagles",10,0,1,7,17,84,0,0,0,NA,NA,NA,NA,NA,NA
"105",2023,1,"Marvel Stadium","Harry Sheezel","North Melbourne","Forward","Home","West Coast Eagles",22,0,0,12,34,86,0,3,3,NA,NA,NA,NA,NA,NA
"106",2023,1,"Marvel Stadium","Jack Ziebell","North Melbourne","Back","Home","West Coast Eagles",22,0,0,4,26,84,0,5,5,NA,NA,NA,NA,NA,NA
"107",2023,1,"Marvel Stadium","Tristan Xerri","North Melbourne","Ruck","Home","West Coast Eagles",0,0,0,5,5,15,5,0,0,NA,NA,NA,NA,NA,NA
"108",2023,1,"Marvel Stadium","Hugh Greenwood","North Melbourne","INT","Home","West Coast Eagles",8,0,0,7,15,76,4,0,0,NA,NA,NA,NA,NA,NA
"109",2023,1,"Marvel Stadium","Nick Larkey","North Melbourne","Forward","Home","West Coast Eagles",7,6,0,2,9,95,2,0,0,NA,NA,NA,NA,NA,NA
"110",2023,1,"Marvel Stadium","Jaidyn Stephenson","North Melbourne","INT","Home","West Coast Eagles",4,0,1,4,8,66,1,0,0,NA,NA,NA,NA,NA,NA
"111",2023,1,"Marvel Stadium","Cameron Zurhaar","North Melbourne","Forward","Home","West Coast Eagles",8,2,0,6,14,81,5,0,0,NA,NA,NA,NA,NA,NA
"112",2023,1,"Marvel Stadium","Liam Shiels","North Melbourne","Mid","Home","West Coast Eagles",9,0,1,10,19,84,0,0,0,NA,NA,NA,NA,NA,NA
"113",2023,1,"Marvel Stadium","Will Phillips","North Melbourne","SUB","Home","West Coast Eagles",5,0,1,12,17,53,9,0,0,NA,NA,NA,NA,NA,NA
"114",2023,1,"Marvel Stadium","Tom Powell","North Melbourne","INT","Home","West Coast Eagles",8,0,1,16,24,78,5,0,0,NA,NA,NA,NA,NA,NA
"115",2023,1,"Marvel Stadium","Kayne Turner","North Melbourne","Mid","Home","West Coast Eagles",4,0,0,4,8,69,0,0,0,NA,NA,NA,NA,NA,NA
"116",2023,1,"Marvel Stadium","Jayden Hunt","West Coast Eagles","Back","Away","North Melbourne",6,0,0,6,12,89,0,0,0,NA,NA,NA,NA,NA,NA
"117",2023,1,"Marvel Stadium","Shannon Hurn","West Coast Eagles","Back","Away","North Melbourne",19,0,0,6,25,81,0,10,10,NA,NA,NA,NA,NA,NA
"118",2023,1,"Marvel Stadium","Callum Jamieson","West Coast Eagles","Forward","Away","North Melbourne",2,0,0,1,3,50,5,0,0,NA,NA,NA,NA,NA,NA
"119",2023,1,"Marvel Stadium","Jamaine Jones","West Coast Eagles","Forward","Away","North Melbourne",7,2,0,7,14,87,2,0,0,NA,NA,NA,NA,NA,NA
"120",2023,1,"Marvel Stadium","Noah Long","West Coast Eagles","INT","Away","North Melbourne",6,1,0,4,10,67,0,0,0,NA,NA,NA,NA,NA,NA
"121",2023,1,"Marvel Stadium","Jeremy McGovern","West Coast Eagles","Back","Away","North Melbourne",15,0,0,7,22,87,0,1,1,NA,NA,NA,NA,NA,NA
"122",2023,1,"Marvel Stadium","Xavier O'Neill","West Coast Eagles","Mid","Away","North Melbourne",4,0,0,4,8,81,16,0,0,NA,NA,NA,NA,NA,NA
"123",2023,1,"Marvel Stadium","Jack Petruccelle","West Coast Eagles","SUB","Away","North Melbourne",0,0,0,1,1,32,2,0,0,NA,NA,NA,NA,NA,NA
"124",2023,1,"Marvel Stadium","Liam Ryan","West Coast Eagles","Forward","Away","North Melbourne",11,3,0,2,13,83,0,0,0,NA,NA,NA,NA,NA,NA
"125",2023,1,"Marvel Stadium","Dom Sheed","West Coast Eagles","INT","Away","North Melbourne",12,0,0,13,25,77,21,0,0,NA,NA,NA,NA,NA,NA
"126",2023,1,"Marvel Stadium","Luke Shuey","West Coast Eagles","Mid","Away","North Melbourne",18,1,1,9,27,74,10,1,0,NA,NA,NA,NA,NA,NA
"127",2023,1,"Marvel Stadium","Alex Witherden","West Coast Eagles","Back","Away","North Melbourne",9,0,0,9,18,81,0,1,1,NA,NA,NA,NA,NA,NA
"128",2023,1,"Marvel Stadium","Tim Kelly","West Coast Eagles","Mid","Away","North Melbourne",13,1,0,9,22,78,19,0,0,NA,NA,NA,NA,NA,NA
"129",2023,1,"Marvel Stadium","Jamie Cripps","West Coast Eagles","Forward","Away","North Melbourne",5,1,2,7,12,88,0,0,0,NA,NA,NA,NA,NA,NA
"130",2023,1,"Marvel Stadium","Andrew Gaff","West Coast Eagles","Mid","Away","North Melbourne",11,0,1,12,23,88,0,0,0,NA,NA,NA,NA,NA,NA
"131",2023,1,"Marvel Stadium","Bailey J. Williams","West Coast Eagles","Ruck","Away","North Melbourne",3,0,0,5,8,80,21,0,0,NA,NA,NA,NA,NA,NA
"132",2023,1,"Marvel Stadium","Tom Cole","West Coast Eagles","INT","Away","North Melbourne",8,0,0,12,20,77,0,0,0,NA,NA,NA,NA,NA,NA
"133",2023,1,"Marvel Stadium","Liam Duggan","West Coast Eagles","Back","Away","North Melbourne",10,0,0,8,18,84,0,2,2,NA,NA,NA,NA,NA,NA
"134",2023,1,"Marvel Stadium","Reuben Ginbey","West Coast Eagles","INT","Away","North Melbourne",4,0,1,11,15,72,16,0,0,NA,NA,NA,NA,NA,NA
"135",2023,1,"Marvel Stadium","Oscar Allen","West Coast Eagles","Forward","Away","North Melbourne",7,2,2,2,9,89,0,0,0,NA,NA,NA,NA,NA,NA
"136",2023,1,"Marvel Stadium","Tom Barrass","West Coast Eagles","Back","Away","North Melbourne",15,0,0,3,18,100,0,0,0,NA,NA,NA,NA,NA,NA
"137",2023,1,"Marvel Stadium","Campbell Chesser","West Coast Eagles","Mid","Away","North Melbourne",4,0,0,1,5,69,0,0,0,NA,NA,NA,NA,NA,NA
"138",2023,1,"Marvel Stadium","Jack Darling","West Coast Eagles","Forward","Away","North Melbourne",9,1,3,5,14,85,0,0,0,NA,NA,NA,NA,NA,NA
"139",2023,1,"Adelaide Oval","Todd Marshall","Port Adelaide","Forward","Home","Brisbane Lions",8,4,1,3,11,87,1,0,0,NA,NA,NA,NA,NA,NA
"140",2023,1,"Adelaide Oval","Aliir Aliir","Port Adelaide","Back","Home","Brisbane Lions",9,0,0,6,15,95,0,0,0,NA,NA,NA,NA,NA,NA
"141",2023,1,"Adelaide Oval","Miles Bergman","Port Adelaide","Mid","Home","Brisbane Lions",18,0,2,5,23,81,0,0,0,NA,NA,NA,NA,NA,NA
"142",2023,1,"Adelaide Oval","Ryan Burton","Port Adelaide","Back","Home","Brisbane Lions",21,0,0,3,24,84,0,2,2,NA,NA,NA,NA,NA,NA
"143",2023,1,"Adelaide Oval","Zak Butters","Port Adelaide","Forward","Home","Brisbane Lions",13,0,0,11,24,77,10,0,0,NA,NA,NA,NA,NA,NA
"144",2023,1,"Adelaide Oval","Darcy Byrne-Jones","Port Adelaide","Back","Home","Brisbane Lions",12,0,0,15,27,78,0,0,0,NA,NA,NA,NA,NA,NA
"145",2023,1,"Adelaide Oval","Charlie Dixon","Port Adelaide","Forward","Home","Brisbane Lions",11,3,3,3,14,90,3,0,0,NA,NA,NA,NA,NA,NA
"146",2023,1,"Adelaide Oval","Willem Drew","Port Adelaide","INT","Home","Brisbane Lions",4,0,0,16,20,73,10,0,0,NA,NA,NA,NA,NA,NA
"147",2023,1,"Adelaide Oval","Xavier Duursma","Port Adelaide","Mid","Home","Brisbane Lions",9,0,0,13,22,83,0,0,0,NA,NA,NA,NA,NA,NA
"148",2023,1,"Adelaide Oval","Francis Evans","Port Adelaide","SUB","Home","Brisbane Lions",1,0,0,1,2,23,0,0,0,NA,NA,NA,NA,NA,NA
"149",2023,1,"Adelaide Oval","Orazio Fantasia","Port Adelaide","Forward","Home","Brisbane Lions",5,0,3,4,9,58,0,0,0,NA,NA,NA,NA,NA,NA
"150",2023,1,"Adelaide Oval","Kane Farrell","Port Adelaide","INT","Home","Brisbane Lions",15,0,0,6,21,79,0,4,3,NA,NA,NA,NA,NA,NA
"151",2023,1,"Adelaide Oval","Dan Houston","Port Adelaide","Back","Home","Brisbane Lions",10,0,0,9,19,82,0,0,0,NA,NA,NA,NA,NA,NA
"152",2023,1,"Adelaide Oval","Lachie Jones","Port Adelaide","INT","Home","Brisbane Lions",7,3,0,5,12,70,1,0,0,NA,NA,NA,NA,NA,NA
"153",2023,1,"Adelaide Oval","Jason Horne-Francis","Port Adelaide","Mid","Home","Brisbane Lions",17,1,1,8,25,84,20,0,0,NA,NA,NA,NA,NA,NA
"154",2023,1,"Adelaide Oval","Junior Rioli","Port Adelaide","Forward","Home","Brisbane Lions",9,3,0,7,16,78,0,0,0,NA,NA,NA,NA,NA,NA
"155",2023,1,"Adelaide Oval","Connor Rozee","Port Adelaide","Mid","Home","Brisbane Lions",12,1,0,11,23,84,25,0,0,NA,NA,NA,NA,NA,NA
"156",2023,1,"Adelaide Oval","Sam Powell-Pepper","Port Adelaide","Forward","Home","Brisbane Lions",13,1,2,8,21,80,2,0,0,NA,NA,NA,NA,NA,NA
"157",2023,1,"Adelaide Oval","Tom Jonas","Port Adelaide","Back","Home","Brisbane Lions",8,0,0,4,12,95,0,0,0,NA,NA,NA,NA,NA,NA
"158",2023,1,"Adelaide Oval","Mitch Georgiades","Port Adelaide","INT","Home","Brisbane Lions",8,1,3,5,13,79,0,0,0,NA,NA,NA,NA,NA,NA
"159",2023,1,"Adelaide Oval","Scott Lycett","Port Adelaide","Ruck","Home","Brisbane Lions",1,0,0,12,13,82,26,0,0,NA,NA,NA,NA,NA,NA
"160",2023,1,"Adelaide Oval","Ollie Wines","Port Adelaide","Mid","Home","Brisbane Lions",12,1,1,17,29,70,22,0,0,NA,NA,NA,NA,NA,NA
"161",2023,1,"Adelaide Oval","Trent McKenzie","Port Adelaide","Back","Home","Brisbane Lions",7,0,0,3,10,87,0,0,0,NA,NA,NA,NA,NA,NA
"162",2023,1,"Adelaide Oval","Conor McKenna","Brisbane Lions","INT","Away","Port Adelaide",12,1,0,8,20,80,0,4,3,NA,NA,NA,NA,NA,NA
"163",2023,1,"Adelaide Oval","Lachie Neale","Brisbane Lions","Mid","Away","Port Adelaide",8,0,0,12,20,86,26,0,0,NA,NA,NA,NA,NA,NA
"164",2023,1,"Adelaide Oval","Jack Payne","Brisbane Lions","Back","Away","Port Adelaide",4,0,0,0,4,95,0,0,0,NA,NA,NA,NA,NA,NA
"165",2023,1,"Adelaide Oval","Jaxon Prior","Brisbane Lions","SUB","Away","Port Adelaide",2,0,0,0,2,23,0,0,0,NA,NA,NA,NA,NA,NA
"166",2023,1,"Adelaide Oval","Cam Rayner","Brisbane Lions","Forward","Away","Port Adelaide",9,0,0,5,14,78,0,0,0,NA,NA,NA,NA,NA,NA
"167",2023,1,"Adelaide Oval","Daniel Rich","Brisbane Lions","Back","Away","Port Adelaide",23,1,0,3,26,87,0,12,11,NA,NA,NA,NA,NA,NA
"168",2023,1,"Adelaide Oval","Deven Robertson","Brisbane Lions","Mid","Away","Port Adelaide",3,0,0,3,6,72,2,0,0,NA,NA,NA,NA,NA,NA
"169",2023,1,"Adelaide Oval","Brandon Starcevich","Brisbane Lions","Back","Away","Port Adelaide",3,0,0,1,4,86,0,1,0,NA,NA,NA,NA,NA,NA
